scenario_id,parameter,value,portfolio_irr,portfolio_gearing,total_capex,total_debt,total_revenue,total_cfads,total_equity_cash_flow,asset_1_irr,asset_1_gearing,asset_1_capex,asset_2_irr,asset_2_gearing,asset_2_capex,asset_3_irr,asset_3_gearing,asset_3_capex,asset_4_irr,asset_4_gearing,asset_4_capex,asset_5_irr,asset_5_gearing,asset_5_capex,asset_6_irr,asset_6_gearing,asset_6_capex,asset_7_irr,asset_7_gearing,asset_7_capex,asset_8_irr,asset_8_gearing,asset_8_capex
sensitivity_results_base,unknown,sensitivity_results_base,0.10887714936478941,0.6514718130852837,15583.2,10152.015557670593,52955.23697559999,44492.15190479296,24607.002459420113,0.06567571300431006,0.5776664733886718,1431.6,0.1954302560728532,0.6999973297119139,1249.8000000000002,0.09625958964797618,0.6677749633789064,3000.0,0.09720376634440032,0.6469104766845704,1480.8000000000002,0.10771326178744557,0.6499975204467774,1779.6000000000001,0.10245833728820547,0.6499987602233886,2716.2,0.10157887969947728,0.6499987602233886,3076.2,0.12253313317931316,0.6679779052734376,849.0
sensitivity_results_capex_0.9500,capex,0.95,0.11390272943813895,0.6595042364782886,10005.713,6598.810112485886,35303.49131706666,29661.43460319531,16618.555046985566,0.06974497101910938,0.5847889023272734,919.2064999999998,0.20293166926353598,0.7086280560354224,802.47575,0.10183093096664694,0.6760083990078481,1926.25,0.10182535874589375,0.6548866603685463,950.797,0.11277228823112542,0.6580117663186066,1142.6515000000002,0.10712134213980648,0.658013021381237,1744.02675,0.10627263803753047,0.6580130213812369,1975.17675,0.12823522029773812,0.6762138431061405,545.12875
sensitivity_results_capex_1.0000,capex,1.0,0.10887714936478922,0.6514718130852837,12986.000000000002,8460.012964725494,44129.364146333326,37076.79325399414,20505.835382850095,0.06567571300431004,0.5776664733886717,1193.0,0.1954302560728533,0.6999973297119141,1041.5,0.09625958964797636,0.6677749633789064,2500.0,0.09720376634440053,0.6469104766845704,1234.0,0.10771326178744574,0.6499975204467774,1483.0,0.10245833728820544,0.6499987602233884,2263.5000000000005,0.10157887969947724,0.6499987602233886,2563.5,0.12253313317931323,0.6679779052734377,707.5
sensitivity_results_capex_1.0500,capex,1.05,0.10398094615542801,0.6432352639734289,10784.873,6937.210631074906,35303.49131706666,29661.43460319531,16177.795565574583,0.06169142212536693,0.5703630441646129,990.7864999999999,0.18820914570541153,0.6911472731652853,864.9657500000001,0.0908715683327761,0.6593322937636403,2076.25,0.09268640691190337,0.6387315964856686,1024.8370000000002,0.10278750727782271,0.6417796107963365,1231.6315,0.09790067622370961,0.6417808348984692,1879.8367500000004,0.0969888404947689,0.641780834898469,2128.9867500000005,0.11700125422393383,0.6595326698666092,587.5787499999999
sensitivity_results_electricity_price_-5.0000,electricity_price,-5.0,0.10443548168681419,0.6467418896441428,10388.8,6718.8721431350705,34461.15711346849,28819.10039959714,15498.594097163093,0.06315538253320505,0.5691268920898438,954.3999999999999,0.1840388844814875,0.699997329711914,833.2,0.0926439688156616,0.6583845615386963,2000.0,0.09280710837528797,0.6329189777374267,987.2,0.10563930857529097,0.6499975204467774,1186.4,0.09958694515654626,0.6499987602233884,1810.8000000000004,0.09868086743852918,0.6488395690917967,2050.8,0.11835179075975066,0.6573461532592774,566.0
sensitivity_results_electricity_price_0.0000,electricity_price,0.0,0.10887714936478923,0.6514718130852838,10388.8,6768.010371780396,35303.49131706666,29661.43460319531,16404.668306280073,0.06567571300431004,0.5776664733886718,954.3999999999999,0.19543025607285328,0.699997329711914,833.2,0.09625958964797637,0.6677749633789065,2000.0,0.09720376634440049,0.6469104766845705,987.2,0.10771326178744575,0.6499975204467774,1186.4,0.10245833728820557,0.6499987602233884,1810.8000000000004,0.10157887969947713,0.6499987602233885,2050.8,0.1225331331793131,0.6679779052734376,566.0
sensitivity_results_electricity_price_5.0000,electricity_price,5.0,0.11311562037658268,0.6548633376861343,10388.8,6803.244242553711,36145.82552066483,30503.768806793476,17328.368582700077,0.06824755986523971,0.5862072944641114,954.3999999999999,0.20637142380715442,0.699997329711914,833.2,0.10000626333703747,0.6771653652191162,2000.0,0.10036747929702819,0.6492257595062256,987.2,0.10977764707132352,0.6499975204467774,1186.4,0.105280860106687,0.6499987602233884,1810.8000000000004,0.1042878813017893,0.6499987602233885,2050.8,0.126881181353934,0.6786069869995117,566.0
sensitivity_results_green_price_-2.0000,green_price,-2.0,0.10841908759978645,0.6514718130852838,10388.8,6768.010371780396,35210.416049565225,29568.359335693873,16304.635658381929,0.06567571300431004,0.5776664733886718,954.3999999999999,0.19204484105218136,0.699997329711914,833.2,0.09625958964797637,0.6677749633789065,2000.0,0.09720376634440049,0.6469104766845705,987.2,0.10771326178744575,0.6499975204467774,1186.4,0.10245833728820557,0.6499987602233884,1810.8000000000004,0.10157887969947713,0.6499987602233885,2050.8,0.1225331331793131,0.6679779052734376,566.0
sensitivity_results_green_price_0.0000,green_price,0.0,0.10887714936478923,0.6514718130852838,10388.8,6768.010371780396,35303.49131706666,29661.43460319531,16404.668306280073,0.06567571300431004,0.5776664733886718,954.3999999999999,0.19543025607285328,0.699997329711914,833.2,0.09625958964797637,0.6677749633789065,2000.0,0.09720376634440049,0.6469104766845705,987.2,0.10771326178744575,0.6499975204467774,1186.4,0.10245833728820557,0.6499987602233884,1810.8000000000004,0.10157887969947713,0.6499987602233885,2050.8,0.1225331331793131,0.6679779052734376,566.0
sensitivity_results_green_price_2.0000,green_price,2.0,0.10933921222582481,0.6514718130852838,10388.8,6768.010371780396,35396.56658456809,29754.509870696744,16503.68523370012,0.06567571300431004,0.5776664733886718,954.3999999999999,0.1988706145946943,0.699997329711914,833.2,0.09625958964797637,0.6677749633789065,2000.0,0.09720376634440049,0.6469104766845705,987.2,0.10771326178744575,0.6499975204467774,1186.4,0.10245833728820557,0.6499987602233884,1810.8000000000004,0.10157887969947713,0.6499987602233885,2050.8,0.1225331331793131,0.6679779052734376,566.0
sensitivity_results_interest_rate_-50.0000,interest_rate,-50.0,0.11179471476814526,0.6582844743775639,10388.8,6838.785747413635,35303.49131706666,29661.43460319531,16852.852972406374,0.06883045752314068,0.5952049732208251,954.3999999999999,0.19664763685305256,0.699997329711914,833.2,0.10177320240095093,0.6877560615539552,2000.0,0.09961542693480363,0.6492257595062256,987.2,0.10951469762567094,0.6499975204467774,1186.4,0.10439419750870324,0.6499987602233884,1810.8000000000004,0.10365244610331958,0.6499987602233885,2050.8,0.12842864881192353,0.6888061523437501,566.0
sensitivity_results_interest_rate_0.0000,interest_rate,0.0,0.10887714936478923,0.6514718130852838,10388.8,6768.010371780396,35303.49131706666,29661.43460319531,16404.668306280073,0.06567571300431004,0.5776664733886718,954.3999999999999,0.19543025607285328,0.699997329711914,833.2,0.09625958964797637,0.6677749633789065,2000.0,0.09720376634440049,0.6469104766845705,987.2,0.10771326178744575,0.6499975204467774,1186.4,0.10245833728820557,0.6499987602233884,1810.8000000000004,0.10157887969947713,0.6499987602233885,2050.8,0.1225331331793131,0.6679779052734376,566.0
sensitivity_results_interest_rate_50.0000,interest_rate,50.0,0.10553079154967533,0.6409844316155449,10388.8,6659.059063167572,35303.49131706666,29661.43460319531,16001.893877680879,0.06286785835186529,0.5611619472503664,954.3999999999999,0.1942187955748489,0.699997329711914,833.2,0.09150282014842147,0.6489594459533693,2000.0,0.09277807663588598,0.6254220485687259,987.2,0.10573359259474055,0.6499975204467774,1186.4,0.09988230053243813,0.646390080451965,1810.8000000000004,0.09836991440985032,0.6418487787246703,2050.8,0.11744814576935993,0.6483552932739258,566.0
sensitivity_results_opex_0.9200,opex,0.92,0.11112617699151808,0.655092388001352,10388.8,6805.623800468446,35303.49131706666,29999.958006027588,16770.169042374193,0.0685312572676788,0.5870484828948975,954.3999999999999,0.1967581989818715,0.699997329711914,833.2,0.10067979188315368,0.6787899017333986,2000.0,0.09894777786088414,0.6492257595062256,987.2,0.10967236943089685,0.6499975204467774,1186.4,0.1038471841240813,0.6499987602233884,1810.8000000000004,0.10285642685385392,0.6499987602233885,2050.8,0.1256109079492115,0.675652313232422,566.0
sensitivity_results_opex_1.0000,opex,1.0,0.10887714936478912,0.6514718130852838,10388.8,6768.010371780396,35303.49131706666,29661.43460319531,16404.668306280073,0.06567571300431004,0.5776664733886718,954.3999999999999,0.19543025607285328,0.699997329711914,833.2,0.09625958964797637,0.6677749633789065,2000.0,0.09720376634440049,0.6469104766845705,987.2,0.10771326178744575,0.6499975204467774,1186.4,0.10245833728820557,0.6499987602233884,1810.8000000000004,0.10157887969947713,0.6499987602233885,2050.8,0.1225331331793131,0.6679779052734376,566.0
sensitivity_results_opex_1.0800,opex,1.08,0.10659146810473599,0.6473859405840708,10388.8,6725.563059539795,35303.49131706666,29322.911200363025,16045.208098296462,0.06287974713576193,0.5682863235473634,954.3999999999999,0.19410684146018228,0.699997329711914,833.2,0.09201663639752367,0.6567600250244142,2000.0,0.09494022413568903,0.6396968364715577,987.2,0.10574932476551278,0.6499975204467774,1186.4,0.10107002350204095,0.6499987602233884,1810.8000000000004,0.10029194256198329,0.6499987602233885,2050.8,0.11954426285183306,0.660303497314453,566.0
sensitivity_results_terminal_value_0.8500,terminal_value,0.85,0.10838409583821677,0.6514718130852838,10388.8,6768.010371780396,35303.49131706666,29661.43460319531,16090.268306280072,0.06456336026752502,0.5776664733886718,954.3999999999999,0.19543025607285328,0.699997329711914,833.2,0.09537341836252781,0.6677749633789065,2000.0,0.09661822262373569,0.6469104766845705,987.2,0.10700476134971576,0.6499975204467774,1186.4,0.10192331960221655,0.6499987602233884,1810.8000000000004,0.10106610784588212,0.6499987602233885,2050.8,0.12204699686026502,0.6679779052734376,566.0
sensitivity_results_terminal_value_1.0000,terminal_value,1.0,0.10887714936478914,0.6514718130852838,10388.8,6768.010371780396,35303.49131706666,29661.43460319531,16404.668306280073,0.06567571300431004,0.5776664733886718,954.3999999999999,0.19543025607285328,0.699997329711914,833.2,0.09625958964797637,0.6677749633789065,2000.0,0.09720376634440049,0.6469104766845705,987.2,0.10771326178744575,0.6499975204467774,1186.4,0.10245833728820557,0.6499987602233884,1810.8000000000004,0.10157887969947713,0.6499987602233885,2050.8,0.1225331331793131,0.6679779052734376,566.0
sensitivity_results_terminal_value_1.1500,terminal_value,1.15,0.10936312953773895,0.6514718130852838,10388.8,6768.010371780396,35303.49131706666,29661.43460319531,16719.068306280074,0.06675274708008205,0.5776664733886718,954.3999999999999,0.19543025607285328,0.699997329711914,833.2,0.0971227390723266,0.6677749633789065,2000.0,0.0977794315677299,0.6469104766845705,987.2,0.10840723130402675,0.6499975204467774,1186.4,0.10298506156168295,0.6499987602233884,1810.8000000000004,0.1020840227391889,0.6499987602233885,2050.8,0.12301244707370347,0.6679779052734376,566.0
sensitivity_results_volume_0.9000,volume,0.9,0.09673689305979764,0.6223801050130344,10388.8,6465.782434959412,33538.31675121332,27896.260037341974,14749.566072964333,0.05540281153209747,0.5409653663635254,954.3999999999999,0.18586392872790755,0.699997329711914,833.2,0.08100010575316025,0.6252072334289552,2000.0,0.08542707209443519,0.6085530281066895,987.2,0.09738797515431895,0.639284610748291,1186.4,0.09155000170953637,0.6227540493011471,1810.8000000000004,0.09049854332842523,0.6209216594696044,2050.8,0.10770199579641752,0.6281852722167969,566.0
sensitivity_results_volume_1.0000,volume,1.0,0.10887714936478922,0.6514718130852837,12986.000000000002,8460.012964725494,44129.364146333326,37076.79325399414,20505.835382850095,0.06567571300431004,0.5776664733886717,1193.0,0.1954302560728533,0.6999973297119141,1041.5,0.09625958964797636,0.6677749633789064,2500.0,0.09720376634440053,0.6469104766845704,1234.0,0.10771326178744574,0.6499975204467774,1483.0,0.10245833728820544,0.6499987602233884,2263.5000000000005,0.10157887969947724,0.6499987602233886,2563.5,0.12253313317931323,0.6679779052734377,707.5
sensitivity_results_volume_1.1000,volume,1.1,0.11853339455236135,0.6589148847931582,10388.8,6845.334955139161,37068.665882919995,31426.609169048643,18461.715443090758,0.07690758709237736,0.6138319969177246,954.3999999999999,0.20509235386233757,0.699997329711914,833.2,0.10923706717220653,0.6838868141174319,2000.0,0.10530888261891859,0.6484539985656739,987.2,0.11654810977873709,0.6499975204467774,1186.4,0.11019380270874872,0.6499987602233884,1810.8000000000004,0.10934102641696482,0.6499987602233885,2050.8,0.13437172696875074,0.6839862823486329,566.0
