scenario_id,parameter,value,portfolio_irr,portfolio_gearing,total_capex,total_debt,total_revenue,total_cfads,total_equity_cash_flow,asset_1_irr,asset_1_gearing,asset_1_capex,asset_2_irr,asset_2_gearing,asset_2_capex,asset_3_irr,asset_3_gearing,asset_3_capex,asset_4_irr,asset_4_gearing,asset_4_capex,asset_5_irr,asset_5_gearing,asset_5_capex,asset_6_irr,asset_6_gearing,asset_6_capex,asset_7_irr,asset_7_gearing,asset_7_capex,asset_8_irr,asset_8_gearing,asset_8_capex
sensitivity_results_base,unknown,sensitivity_results_base,0.10887714936478922,0.6514718130852837,12986.000000000002,8460.012964725494,44129.364146333326,37076.79325399414,20505.835382850095,0.06567571300431004,0.5776664733886717,1193.0,0.1954302560728533,0.6999973297119141,1041.5,0.09625958964797636,0.6677749633789064,2500.0,0.09720376634440053,0.6469104766845704,1234.0,0.10771326178744574,0.6499975204467774,1483.0,0.10245833728820544,0.6499987602233884,2263.5000000000005,0.10157887969947724,0.6499987602233886,2563.5,0.12253313317931323,0.6679779052734377,707.5
sensitivity_results_capex_0.9500,capex,0.95,0.1141683621938808,0.6621332811719507,7538.3730000000005,4991.407649188041,26477.618487799995,22246.07595239648,12472.128100062802,0.06982772944965653,0.5871201021521386,692.5364999999999,0.2035281663750472,0.7114529277003088,604.5907500000001,0.10217633320052354,0.6787032358200772,1451.25,0.10206216944002937,0.657497297577772,716.337,0.11303968174970305,0.6606348614360011,860.8815000000002,0.10736729303311081,0.6606361215018076,1313.96175,0.10652014205629419,0.6606361215018075,1488.11175,0.12858872065126256,0.6789094988997902,410.70374999999996
sensitivity_results_capex_1.0000,capex,1.0,0.10887714936478923,0.6514718130852838,10388.8,6768.010371780396,35303.49131706666,29661.43460319531,16404.668306280073,0.06567571300431004,0.5776664733886718,954.3999999999999,0.19543025607285328,0.699997329711914,833.2,0.09625958964797637,0.6677749633789065,2000.0,0.09720376634440049,0.6469104766845705,987.2,0.10771326178744575,0.6499975204467774,1186.4,0.10245833728820557,0.6499987602233884,1810.8000000000004,0.10157887969947713,0.6499987602233885,2050.8,0.1225331331793131,0.6679779052734376,566.0
sensitivity_results_capex_1.0500,capex,1.05,0.10366842600310339,0.6404477131055973,8057.813,5160.607908482552,26477.618487799995,22246.07595239648,12121.888359357312,0.061552945079272656,0.5678912953538918,740.2565,0.1875872032936394,0.6881520888384648,646.2507500000002,0.09048719607745816,0.6564749841436468,1551.25,0.09240397614476492,0.6359635628969992,765.6970000000001,0.10247358828457867,0.6389983682071462,920.2015,0.09760963694923026,0.6389995870044594,1404.5017500000004,0.09669565856226839,0.6389995870044594,1590.65175,0.11660546087970838,0.6566744918884722,439.00374999999997
sensitivity_results_electricity_price_-5.0000,electricity_price,-5.0,0.10500111097503964,0.6478024673422746,7791.6,5047.417704544067,25857.86010997776,21626.31757457424,11653.337483160834,0.06362351975772018,0.5710419336954753,715.8,0.1850568009998936,0.699997329711914,624.9,0.09335284710245471,0.6604494730631512,1500.0,0.09360806919511626,0.6358367919921876,740.4000000000001,0.10601832083742285,0.6499975204467774,889.8000000000001,0.10010449708993778,0.6499987602233885,1358.1000000000001,0.09921324057339567,0.6492259661356606,1538.1000000000001,0.11919741042631193,0.6597979227701823,424.5
sensitivity_results_electricity_price_0.0000,electricity_price,0.0,0.10887714936478941,0.6514718130852837,7791.6,5076.007778835296,26477.618487799995,22246.07595239648,12303.501229710057,0.06567571300431006,0.5776664733886718,715.8,0.1954302560728532,0.699997329711914,624.9,0.09625958964797618,0.6677749633789064,1500.0,0.09720376634440032,0.6469104766845705,740.4000000000001,0.10771326178744557,0.6499975204467774,889.8000000000001,0.10245833728820547,0.6499987602233885,1358.1000000000001,0.10157887969947728,0.6499987602233884,1538.1000000000001,0.12253313317931316,0.6679779052734376,424.5
sensitivity_results_electricity_price_5.0000,electricity_price,5.0,0.11257131260638353,0.6541318680533968,7791.6,5096.733863124847,27097.37686562223,22865.83433021872,12963.76742244621,0.06775522315617422,0.5842918395996093,715.8,0.20520213509385518,0.699997329711914,624.9,0.09924047894156153,0.6751004536946614,1500.0,0.09983143333935585,0.648968505859375,740.4000000000001,0.10940204782103755,0.6499975204467774,889.8000000000001,0.10477962259546363,0.6499987602233885,1358.1000000000001,0.10381479996815299,0.6499987602233884,1538.1000000000001,0.12596060859681604,0.6761561075846354,424.5
sensitivity_results_green_price_-2.0000,green_price,-2.0,0.10850307015276783,0.6514718130852837,7791.6,5076.007778835296,26414.1986811187,22182.656145715184,12236.602732830404,0.06567571300431006,0.5776664733886718,715.8,0.1928219432275084,0.699997329711914,624.9,0.09625958964797618,0.6677749633789064,1500.0,0.09720376634440032,0.6469104766845705,740.4000000000001,0.10771326178744557,0.6499975204467774,889.8000000000001,0.10245833728820547,0.6499987602233885,1358.1000000000001,0.10157887969947728,0.6499987602233884,1538.1000000000001,0.12253313317931316,0.6679779052734376,424.5
sensitivity_results_green_price_0.0000,green_price,0.0,0.10887714936478941,0.6514718130852837,7791.6,5076.007778835296,26477.618487799995,22246.07595239648,12303.501229710057,0.06567571300431006,0.5776664733886718,715.8,0.1954302560728532,0.699997329711914,624.9,0.09625958964797618,0.6677749633789064,1500.0,0.09720376634440032,0.6469104766845705,740.4000000000001,0.10771326178744557,0.6499975204467774,889.8000000000001,0.10245833728820547,0.6499987602233885,1358.1000000000001,0.10157887969947728,0.6499987602233884,1538.1000000000001,0.12253313317931316,0.6679779052734376,424.5
sensitivity_results_green_price_2.0000,green_price,2.0,0.10925368283695636,0.6514718130852837,7791.6,5076.007778835296,26541.03829448129,22309.495759077778,12369.891866350657,0.06567571300431006,0.5776664733886718,715.8,0.19807099769360625,0.699997329711914,624.9,0.09625958964797618,0.6677749633789064,1500.0,0.09720376634440032,0.6469104766845705,740.4000000000001,0.10771326178744557,0.6499975204467774,889.8000000000001,0.10245833728820547,0.6499987602233885,1358.1000000000001,0.10157887969947728,0.6499987602233884,1538.1000000000001,0.12253313317931316,0.6679779052734376,424.5
